entity,address,label,n_transactions,block_height_max-min,fee_mean,fee_median,fee_std,fee_min,fee_max,fee_max-min,size_mean,size_median,size_std,size_min,size_max,weight_mean,weight_median,weight_std,weight_min,weight_max,vin_sz_mean,vin_sz_median,vin_sz_std,vin_sz_min,vin_sz_max,vout_sz_mean,vout_sz_median,vout_sz_std,vout_sz_min,vout_sz_max,inputsAmount_mean,inputsAmount_median,inputsAmount_std,inputsAmount_min,inputsAmount_max,outputsAmount_mean,outputsAmount_median,outputsAmount_std,outputsAmount_min,outputsAmount_max
AntPool.com-old2,1MjYnNV9zw2SFj3P8iEazjnrZ2iLebzQM5,pool,2.0,842.0,20000.0,20000.0,0.0,20000.0,20000.0,0.0,1404.0,1404.0,294.0,1110.0,1698.0,5616.0,5616.0,1176.0,4440.0,6792.0,9.0,9.0,2.0,7.0,11.0,2.0,2.0,0.0,2.0,2.0,9302714444.0,9302714444.0,1393869.0,9301320575.0,9304108313.0,9302694444.0,9302694444.0,1393869.0,9301300575.0,9304088313.0
AntPool.com-old2,1PJqZb5et4PqAV6vrcM69MXmVbwCcYdCdP,pool,2.0,711.0,20000.0,20000.0,0.0,20000.0,20000.0,0.0,1847.0,1847.0,149.0,1698.0,1996.0,7388.0,7388.0,596.0,6792.0,7984.0,12.0,12.0,1.0,11.0,13.0,2.0,2.0,0.0,2.0,2.0,10051551878.0,10051551878.0,750231303.0,9301320575.0,10801783181.0,10051531878.0,10051531878.0,750231303.0,9301300575.0,10801763181.0
AntPool.com-old2,1Pn3vuvHADsm2EhRzs8MP8b8kresgQsSdx,pool,2.0,228.0,20000.0,20000.0,0.0,20000.0,20000.0,0.0,1477.0,1477.0,221.0,1256.0,1698.0,5908.0,5908.0,884.0,5024.0,6792.0,9.5,9.5,1.5,8.0,11.0,2.0,2.0,0.0,2.0,2.0,14689069760.5,14689069760.5,5387749185.5,9301320575.0,20076818946.0,14689049760.5,14689049760.5,5387749185.5,9301300575.0,20076798946.0
AntPool.com-old2,1b7XPoaLKDwfBydB4XVtLWx6PusSQEn3d,pool,2.0,53.0,10000.0,10000.0,10000.0,0.0,20000.0,20000.0,1109.5,1109.5,588.5,521.0,1698.0,4438.0,4438.0,2354.0,2084.0,6792.0,7.0,7.0,4.0,3.0,11.0,2.0,2.0,0.0,2.0,2.0,8429641998.5,8429641998.5,871678576.5,7557963422.0,9301320575.0,8429631998.5,8429631998.5,871668576.5,7557963422.0,9301300575.0
AntPool.com-old2,158rNdYhwjeXeBMCrBawC2dhSQEx8a7Vyh,pool,2.0,1164.0,20000.0,20000.0,0.0,20000.0,20000.0,0.0,1960.5,1960.5,35.5,1925.0,1996.0,7842.0,7842.0,142.0,7700.0,7984.0,10.0,10.0,3.0,7.0,13.0,14.0,14.0,12.0,2.0,26.0,12897610333.5,12897610333.5,2095827152.5,10801783181.0,14993437486.0,12897590333.5,12897590333.5,2095827152.5,10801763181.0,14993417486.0
AntPool.com-old2,17GCaeMuNCScgfhfGVgbdbr2Wye9MGnRHx,pool,2.0,440.0,10000.0,10000.0,10000.0,0.0,20000.0,20000.0,1110.5,1110.5,885.5,225.0,1996.0,4442.0,4442.0,3542.0,900.0,7984.0,7.0,7.0,6.0,1.0,13.0,2.0,2.0,0.0,2.0,2.0,6658153554.5,6658153554.5,4143629626.5,2514523928.0,10801783181.0,6658143554.5,6658143554.5,4143619626.5,2514523928.0,10801763181.0
AntPool.com-old2,17y3mCh9bkYeyDHdquRhfpfyU5eUwVzAje,pool,2.0,589.0,10000.0,10000.0,10000.0,0.0,20000.0,20000.0,1110.5,1110.5,885.5,225.0,1996.0,4442.0,4442.0,3542.0,900.0,7984.0,7.0,7.0,6.0,1.0,13.0,2.0,2.0,0.0,2.0,2.0,6655968076.0,6655968076.0,4145815105.0,2510152971.0,10801783181.0,6655958076.0,6655958076.0,4145805105.0,2510152971.0,10801763181.0
AntPool.com-old2,1D59zyUfGsKRsNCTVpR9uJrRqx3xeSZP8,pool,2.0,288.0,10000.0,10000.0,10000.0,0.0,20000.0,20000.0,1111.0,1111.0,885.0,226.0,1996.0,4444.0,4444.0,3540.0,904.0,7984.0,7.0,7.0,6.0,1.0,13.0,2.0,2.0,0.0,2.0,2.0,6662458926.5,6662458926.5,4139324254.5,2523134672.0,10801783181.0,6662448926.5,6662448926.5,4139314254.5,2523134672.0,10801763181.0
AntPool.com-old2,1E63E6caqfMfvCprPxM3kYnrexUfaswci5,pool,2.0,0.0,10000.0,10000.0,10000.0,0.0,20000.0,20000.0,1332.0,1332.0,664.0,668.0,1996.0,5328.0,5328.0,2656.0,2672.0,7984.0,8.5,8.5,4.5,4.0,13.0,2.0,2.0,0.0,2.0,2.0,10409021635.0,10409021635.0,392761546.0,10016260089.0,10801783181.0,10409011635.0,10409011635.0,392751546.0,10016260089.0,10801763181.0
AntPool.com-old2,1G5Gykamp1EoFAZ1VAsPobCA32EXwa2xjr,pool,2.0,134.0,10000.0,10000.0,10000.0,0.0,20000.0,20000.0,1333.0,1333.0,663.0,670.0,1996.0,5332.0,5332.0,2652.0,2680.0,7984.0,8.5,8.5,4.5,4.0,13.0,2.0,2.0,0.0,2.0,2.0,10420250547.5,10420250547.5,381532633.5,10038717914.0,10801783181.0,10420240547.5,10420240547.5,381522633.5,10038717914.0,10801763181.0
